,text,label
9041,"****ty for me I just moved here 5 weeks ago , I 'm getting turned down left and right when i look for work",noHate
9042,But its important to have more information on the enemy than they have on you .,noHate
9043,That way your always one step ahead of the game !!,noHate
9044,soon enough your kids will be taught black history month in school if they do n't already have to .,noHate
9045,Was this the first time these guys have been caught in Ireland or has there been more situations like this ?,noHate
9046,another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,hate
9047,"I wasnt going to bother with this thread but I am rapidly coming to the conclusion you can , t read we are NOT C18 , we have nothing to do with them ...... look at post #13 for Christ sake",noHate
9048,"Yes, I have heard about that nickname for the city of Vancouver .",noHate
9049,Such a shame that a beautiful city with such a superb setting is being ruined !,noHate
9050,"Well anything can be a `` hate crime '' these days , I heard recently that a guy in Scotland was charged for `` revving his car racistly '' ..... whatever that is",noHate
9051,"Ever notice the way the mechanisations of the state , always side with their anti-fascist NWO goffers ?",noHate
9052,AFA are their sponsored lackies .,noHate
9053,"I watched the video once , I don t think I would like to watch it again , ever .",noHate
9054,I can only dream of driving a car past at the time and then running the b .. d over again and again and again .,noHate
9055,i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,hate
9056,"As an Irish nationalist I would never want Northern Ireland to be independent , that part of the population that consider themselves Irish would still be a minority and would still suffer victimisation .",noHate
9057,we should have our rights to do things our own way and all but that woman SHOULD have had an abortion !!! im against killing babies but there is NO WAY that could have gone well. dead fetus could 've probably killed the mother .,noHate
9058,I scored higher than any non-whites too .,noHate
9059,I got 6A 's and 4 B 's .,noHate
9060,I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,hate
9061,Certain individuals like to claim some form of ' moral high-ground ' in our racial fight to preserve the White race. irish republicans hidden jewish past .....,noHate
9062,http://www.irishdemocrat.co.uk/anonn...ous-mysticism/http://www.midnet.ie/connolly/irishd...ndecjan98.htmlsinnfein/i.r.a.visitAuschwitz:http://www.utvinternet.com/newsroom/ ... ? id = 52367 & pt = n,noHate
9063,So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,hate
9064,Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,noHate
9065,When a race no longer has the will to protect its women then it 's well on the way to extinction .,noHate
9066,"Race Mixing is and has been a huge problem for of kin for many many years , how on earth are you supposed to protect women who think its ok in the first place ?",noHate
9067,"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",hate
9068,It's a failure of the irish to do n't have a strong right radical party of their own .,noHate
9069,BNP just fills the gaps ....,noHate
9070,Such a shame that our government cares more about looking good in front the world then it does about the safty of its people .,noHate
9071,I understand this but unfortunatly I have no one else to turn to .,noHate
9072,Most if not all of the whites at my school are complete race traitors,hate
9073,We just need a bunch of us to move into one small White town .,noHate
9074,"When there , have many children .",noHate
9075,"Growing up with our many children , the other kids of the town will follow their lead .",noHate
9076,"Leg, I 'd stay away from most places around Toronto .",noHate
9077,Especially Brampton .,noHate
9078,Brampton is a run down place now that I would n't live in even if you paid me .,noHate
9079,"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",hate
9080,Pakis are all about forcing their culture on us .,hate
9081,"Thank you if have any questions feel free to message us on Stormfront or by contacting the United Front , Canadian Division : UnitedFrontCanada@gmail.com",noHate
9082,"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",hate
9083,If anyone is interested in a meet up please feel free to pm me so we can set something up we are now in Toronto and St Catharines .,noHate
9084,"Heil , 14/88",noHate
9085,It's best to ignore individuals like that .,noHate
9086,They crave attention and wo n't hesitate to cause a scene at the expense of someone 's reputation .,noHate
9087,Just start your own crew and start advertising it in your flyers or whatever if you are atcually active you should email me I 'm trying to set up a network of all the serious white nationalists across Canada .,noHate
9088,Unit14canada@gmail.com,noHate
9089,not sure how we can be anti liberal when we have a prime minister who openly supports israel and sends them cards on their holiday 's laughing stock of the aryan race. not to mention they also openly support the sand people .,hate
9090,"All of that is collateral damage of the great white genocide and we 're paying the price in many forms : our people loose unity , turn to alcohol or loneliness , stress and being unhappy etc ..",noHate
9091,We must stick together and see things on the bright side whenever possible for our health 's sake .,noHate
9092,just wanted to thank you for meeting up this weekend .,noHate
9093,It was good to meet you and have some decent conversation,noHate
9094,"Tesco shoppers in Mold , Flintshire flee man wielding machete | Daily Mail Online edit : sorry i just saw this has already been posted .",noHate
9095,Seeing the teams of white nations have black players in their ranks is a depressing site to see.They should be representing the best of our nations not the worst,hate
9096,"A nationalist white network is a really good starting point ... then we could eat in white restaurants , sell or rent our houses to white people , buy our groceries in white shops and so on",noHate
9097,I'll ask you cuz you 're the fanboy I mean ' expert ' ...,noHate
9098,Did they put that Groid 15 next to Rooney just to make Rooney look at least half-human ?,hate
9099,Can you please give the info on the facts of who the Celts were or direct to where the information is ?,noHate
9100,"Betrayal of bright pupils : Two thirds who shine at age of 11 are steered into soft subjects at GCSE Just 33.9 % of teenagers from disadvantaged homes gained at least five Cs in their GCSEs last summer - including English and maths - compared with 58.2 % of all pupils attending state schools Yet again , selective schools dominate top of the tables Schools Minister Nick Gibb : ' Today 's figures reveal a shocking waste of talent in many schools across the country ' Read more : Two thirds of top achievers at 11 not taking key GCSEs | Mail Online",noHate
9101,"I'd like to see a report on the unemployment rates and other such things across the UK , compared with places with the highest numbers of immigrants .",noHate
9102,"If the example of Bradford and London are anything to go by , it wo n't go well .",noHate
9103,"Did you know that chef Jamie Oliver , the Essex boy is part black ?",noHate
9104,"Yes , ruby lipped , white skinned red haired boy is part SUDANESE .",relation
9105,Is n't that terrible ?,relation
9106,TRUTH NO LIE .,noHate
9107,Please comment .,noHate
9108,hello all glad to be in a community of proud white folk just a shame its online as opposed to leaving the front door none the less im honoured to be here,noHate
9109,i've been going through your youtube channel and while i dont have a taste for opera may I say that you have an immaculate ear for music. really enjoyed the hans zimmer piece .,noHate
9110,"Not that it matters much cause you will still be pushed up against those wonderful minorities everywhere you go , and our children will go to schools where they are in the majority .",noHate
9111,I would like to say a very warm welcome to all our new members ... just working my way through each of your intro posts,noHate
9112,Reminds me of the time I got water thrown on me from the window of a flat as I walked past .,noHate
9113,"Little did the perpetrators know that I actually lived in the same block , and got a surprise when I knocked on their door and the guy who answered got a full bucket of water in the face , followed by the bucket itself !",noHate
9114,I am not very well read when it comes to Fascism and was led to believe that they 'd have eschewed any non-European culture or influence .,noHate
9115,Obviously not .,noHate
9116,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,hate
9117,Hello I 'd thought i would join has my other half spends alot of time on here he might start to nottice me abit more,noHate
9118,How do you feel about marriages between whites and racially mixed people ?,noHate
9119,What a silly question from a white nationalist to post on a forum which is for white nationalists,noHate
9120,"hello all , i have just found this site by accident and after reading lots of the posts i felt i had to join , my husband and i will be proud to be voting BNP as usual in the nxt election",noHate
9121,Hello all from Norfolk .,noHate
9122,Been lurking around for far too long and felt it was high time I got my bum signed up in the hope of finding other active and like minded folk close to home .,noHate
9123,Because they are not the nationalists of the 30s and 40s many of them were Doctors Scientists Anthropologists-Not Chavs .,noHate
9124,It 's the same with Jerry Springer Attack Of The KKK Dad ( Part 1 ) - YouTube,noHate
9125,"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",hate
9126,"i dont get to newport very often but whenever i do go its got loads of asians wandering around , mostly muslim by the looks of them. i live a couple of valleys over from there .",noHate
9127,Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .,noHate
9128,The burka is bad enough but it 's the hijab that 's more in need of a ban than the burka .,noHate
9129,Maybe if you 'd have gone down to London you could have marched with hundreds of nationalists in the very centre of our nations capital ...,noHate
9130,Not too sure SF would want such lists of enemies on it given similar things led to the raids on Italian SF members earlier this year and last week .,noHate
9131,But what do I know ?,noHate
9132,"This used to be my home town and was a common site , unfortunately .",noHate
9133,The high levels of immigration there was one of the reasons why I moved out of that town .,noHate
9134,"It's no coincidence that they all seem to have similar storylines going at the same time , they do it to reinforce the subliminal messages .",noHate
9135,"Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .",hate
9136,Hopefully the traitors will be encircled in Westminster palace .,hate
9137,"Episode 4 is out , you can watch it on 4oD : Benefits Street - 4oD - Channel 4 ( UK only ) Some of those are uploaded on YouTube now : https : //www.youtube.com/results ? filt ... fits + street % 22 Or get it here : https : //thepiratebay.se/search/benef ... treet/0/99/205 HD-720p download : https : //mega.co.nz/# ! XAsXRIbb ! 0-td1f ... v78mZxteR7K7jY ( 913 MB ) This is episode #4 of 5 total .",noHate
9138,I have n't seen it yet but I can tell you hand on heart not everyone on Benefits is scrounging scum .,noHate
9139,"It's not just Third Reich era , it 'd been the names of the towns in many cases from the time they were founded , and anyway before 1933 .",noHate
9140,"^ You ca n't make this stuff up Go have a drink , drown the sorrow of living among primitive Asians .",hate
9141,PS .,noHate
9142,Thank you for your major contribution to society,noHate
9143,Our Polish-American reader stands with Donetsk !,noHate
9144,`` My message to UPA and Bandera scum from a Polish American small town politician from Pennsylvania ....,noHate
9145,"These UPA-American scums are welcome to stop by my house I have a surprise Sorry I 'm not in Donetsk yet , just matter of time `` https : //www.facebook.com/TruthfromUkraine ? fref = photo",noHate
9146,"Your tread had been moved who knows where , mine is closed so we must trespass on the hospitality of the Slavic .",noHate
9147,http://www.youtube.com/watch ? feature ... v = TrLWaksmkhA# !,noHate
9148,I always laugh when I hear Republicans say or imply that the British government is/was anti-Republican .,noHate
9149,"As early as 1973 , they tried to hand Northern Ireland directly to Dublin .",noHate
9150,Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Racist incidents in Ireland up by 85 percent says Immigrant Council Read more : Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
9151,"have you been in studentski grad in Sofia , you should go and see young student girls from FYROM geting down with Bulgarians serbs and albanians get ur booty too VIKI RALEVA VELIKI BRAT ПС.ВО КУМАНОВО СЕКОЈА ВТОРА Е СО СИПТАР ХАХА",noHate
9152,If you are not registered I think that maybe you will not be able to see this .,noHate
9153,http://www.facebook.com/pages/ % D0 % A0 ... 19205191443389,noHate
9154,"Here is one video that I 've made and upload to youtube , hope you like it YouTube - CROATIAN SOLDIERS - Strenth & Honor",noHate
9155,After you realize that you will never be accepted equal to them you are welcome to come back .,noHate
9156,Forgiveness is a key virtue in Macedonian Christian behavior .,noHate
9157,Well you are too your family tree comes from Macedonia also the white part of it anyway .,noHate
9158,The rest is tatar .,noHate
9159,It has been reported for a hour now that weapons have fallen into the hands of the opposition in Ternopil and Lviv after seizing of government installations .,noHate
9160,Is this confirmed ?,noHate
9161,You mean adoption of this new found identity which in all reality is a Greek identity .,noHate
9162,Your either Bulgarian or Greek not Macedonian it does not exist .,noHate
9163,"I just wanted to pop in and say that I wish you in Ireland the best and sincerely hope that Ireland is n't too far gone before enough people wake up , see what is happening , stop it and preserve Ireland .",noHate
9164,The Ukrainian Carpathians [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ],noHate
9165,"New upcoming documentary/movie about arrival of Slavic tribe of Croats on present day Croatia , and get 's us through period of medieval Croatia .",noHate
9166,http://www.youtube.com/watch ? v = 9nehhqHltaE & feature = player _ embedded ca n't w8 for it ...,noHate
9167,I find that they dont share my views as some other buddies of mine would when it comes to White History and power .,noHate
9168,Idiots are in every country And I do n't said that all Croats are idiots .,noHate
9169,But try to find stupid anti-irish messages on this forum ...,noHate
9170,"Here are the only ones I have ever seen Taras.Bulba. [ 1962 ] - YouTube Wow , there is a re-make of Taras Bulba .",noHate
9171,Taras Bulba ( 2009 ) ( English subtitles ) .,noHate
9172,- YouTube,idk/skip
9173,"So ok We are not idiots , but We see and do not act .",noHate
9174,How to call someone who agrees for slow doom of him self and his people ??,noHate
9175,Incredible range of animals we 've got here .,noHate
9176,"I intend to get a big dog in time for next year 's elections , but no pigs , lizards , parrots or raccoons ...",noHate
9177,It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours .,noHate
9178,I would think most girls would like to dress and look nice for their man anyways .,noHate
9179,So he can show her off like a brand new sparkly jewel etc etc .,noHate
9180,I'm an adult in my late 30s .,noHate
9181,I had no luck driving .,noHate
9182,I have been trying to find a job but the mexicans take everything we had .,hate
9183,"There use to be meetings here then it got down to one a year at folk fest now , I do n't know of any get togethers in South Florida .",noHate
9184,"I'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",noHate
9185,"these are two pictures of me , l am a proud Croatian redneck , l drink rakija , eat lamb and get in fights as often as l can and l go to the gym once a week , yihaa !!!!!!",noHate
9186,Lovely young lady even with the tassled hair or early morning frown : For the record ; I do n't think you need a coffee .,noHate
9187,I went through that experience moving within the same county .,noHate
9188,The new town has a population of approx 150 and ( gasp ) skinheads moved into town .,noHate
9189,The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .,hate
9190,2508,noHate
9191,I'll second that .,noHate
9192,"My mom 's people are originally from down your way in Wise Co. , and also in Tazewell and Russell .",noHate
9193,"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",noHate
9194,The folks who are O.K. with people knowing that they 're online have those lit green dots on the bottom left-hand side of their screen name .,noHate
9195,if the expected war happens we better not put pride in charge of any units where navigating skills are required then .,noHate
9196,I also dont drink and drive .,noHate
9197,I finish drinking and then I drive .,noHate
9198,What is better ?,noHate
9199,"Drive and risk an accident being drunk , or walk and certainly get murdered by a kaffir ?",hate
9200,I m just over on the other side of the country .,noHate
9201,Have you ever ridden your dirt bike to Florida ?,noHate
9202,Maybe we could get together !,noHate
9203,"Its only 3300 miles , that s not so bad. >",noHate
9204,Well at least I was when is was 15 that 's how long ago the picture was taken .,noHate
9205,Before I became a skingirl and before I let my hair grow once again .,noHate
9206,Thanks for the tip // lila,noHate
9207,I was always under the impression that there was always more women in the world than men .,noHate
9208,As it 's very common among most animal species as well as just females are generally considered to be more necassary if you will .,noHate
9209,88..im from houston and hoping to get a few others to go from austin also ... if there is anyone needing a ride from houston they can message me on yahoo .. under cherrybyrd88 ...,noHate
9210,"Hi all , I just would like to meet white conscious people from other countries , specially girls .",noHate
9211,I am a 23 year old Spanish guy .,noHate
9212,White pride worldwide ! 3033,noHate
9213,im going to be moving from southern california soon to washington and i was wondetring how many people here are in the seattle tacoma area thanks steven,noHate
9214,I thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic. make sure he knows you are WP if you are or you like only White men. that is the way i see it .,noHate
9215,Im looking for a good Aryan white male in or around the central jersey or surrounding area or some new friends from all around,noHate
9216,Hi chandra !,noHate
9217,I feel your pain ....,noHate
9218,I grew up outside of crAKRON ( a small version of Cleveland ) .,noHate
9219,I ve been to cleveland several times for concerts and such but can only stand it for a few hours than i have to go .,noHate
9220,I go to school in southeastern ohio now .,noHate
9221,MUCH NICER down here. e mail me sometime,noHate
9222,Over my dead body am I ever going to apologize for somethign happened in the past that I had no control over and my family was n't even in this country during that time .,noHate
9223,white single girl looking for a guy within the state of California ( hopfully someone near or in the city of Los Angeles ) .,noHate
9224,Ages from 18-21. please write me back.xoxoxoxoxoxox,noHate
9225,"Hi, i am just looking for whitepride men in the western canada area particularly BC just to talk to hangout or whatever .",noHate
9226,I can think of some yummier spots than the back of my head where I 'd like to be held. but that 's just me .,noHate
9227,"hi there , well thank you very much for your reply. it means alot that someone took the time to. i really envy your job. i want it lol. so were abouts are you from ?",noHate
9228,"Hey, I live in Illinois not too far from you. i 'm always trying to find new friends and people to hang out with , some email me sometime",noHate
9229,Please check out my add on this singles site and if you are interested send me a e-mail with your photo and I will get back to you. redbarron,noHate
9230,"i'm new to the missiouri ozarks. looking for aryans to talk to , and aryan princesses to meet. i 'm from texas",noHate
9231,Where in South Jesery are you ?,noHate
9232,I live in the Northern Jesery ( Essex ) but i have a Summer house in Ocean County also that im always at .,noHate
9233,"What I find to be a joke is that someone would take it seriously and post absolute nonsense and crap about this site , without checking it out first .",noHate
9234,You should always check things like that out before taking it as the truth .,noHate
9235,"ok, if youre talking about a band then this we can work with.the colors and design i do this for around 60 dollars.but like i said i need to wait till my new needles and colors come in .",noHate
9236,"If anybody can email me and let me know how I can get involved please let me know : therealfixxx@hotmail.com I was born in New york city , Im 26 and I did four years in the marines so I have alot to talk about .",noHate
9237,"hi, I am a 20 year old female looking for someone to talk to and develope a relationshp .",noHate
9238,I hope you respond .,noHate
9239,Elizabeth,noHate
9240,Why is Ca the melting pot of America it is so hard to fine people that have the same views on our white race as i have ?,noHate
9241,I'm so ugly when I first get up in the morning that I have a face that only a mother could love .,noHate
9242,That is until she finds her glasses ! : stupid : jump,noHate
9243,ah it is good to here from the father land if you see me on message me I love to talk with someone for Germany,noHate
9244,i relized fear one morning. the blare of the fox hounters sound. when they 're all chasing after the poor bloody fox. it is safer to be dressed like the hounds .,noHate
9245,Good post my friend .,noHate
9246,It is nice to see the youth of today uniting ... you are the future of this movement 88,noHate
9247,Hehe..that's good .,noHate
9248,My brother said the chant 3 times also ..,noHate
9249,I guess 3 times is the magic number .. then they think they get their asses handed to them .. same with bloody Mary also .,noHate
9250,It 's good to spook kids with our folklore so they can pass it down .. I just hope it 's not considered child abuse nowadays .. lol .. Just/kid' n It just keeps their minds aware Imagine a kids face when they learn of the stories of our ancestors around the camp fire .. this is a water toast BTW -- >,noHate
9251,Opening it again for a week ...,noHate
9252,"Happy Holidays From Discover Kalispell - YouTube Christmas Lights in Kalispell , MT - YouTube Christmas Lights in Kalispell , MT - YouTube Christmas Music Kalispell Mt - YouTube",noHate
9253,"Longer and unedited recording of the radio show : The Jay Thomas Show : ( Warning : Some Graphic Language ) Tuesday 's Heated Exchange Involving Leith Officials Over Mistreatment Claims by Girlfriend of Kynan Dutton | WDAY | Fargo , ND",noHate
9254,Thanks.,noHate
9255,"And for those who would like to participate in a thread that 's a spin off of this one , here 's the link : https : //www.stormfront.org/forum/t204965/",noHate
9256,I keep sticking to the fish and chips for safety sake ....,noHate
9257,I know I will like it so I order it instead of trying something new ...,noHate
9258,So... you would say to lie .,noHate
9259,"You have to tell those people every sent you have , or commit fraud .",noHate
9260,Records or not .,noHate
9261,Please tell me you are n't advocating fraud .,noHate
9262,what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .,hate
9263,I do n't think so .,noHate
9264,and I just want to put it out there I have the receipts for all but what I gave debras and what I gave to the mechanic in Elgin for debras van but as you can see from leithnd.com even they watched me pay that just go to town news and click on the November 29th post,noHate
9265,23 year old man just went missing while walking down a river about 2 miles from me .,noHate
9266,I hope they find him .,noHate
9267,"Crews search for missing in Hungry Horse | KAJ18.com | Kalispell , Montana",noHate
9268,"Yes, it 's time to imagine that .",noHate
9269,And the dream would become a reality with a PLE ( aka Stormfront of the street ) .,noHate
9270,There is also an entire forum dedicated to this concept as well at the F & F Forum www.folkandfaith.com/invisionboard US & European Alternatives Regards - FNF !,noHate
9271,Why must we have a favorite .,noHate
9272,They just do their job as God has given them the light to perceive it .,noHate
9273,I would be curious to know where in Missouri you can get a house that cheap ???,noHate
9274,I have never seen any around here and I am in a predominatly white area and have lived her basically all my life .,noHate
9275,"We should at least try to better educate them then , and they should at least want to learn more of the ideology .",noHate
9276,"Oildale,Ca.While.this.little.town.borders.Bakersfi eld , it.offers.very.low.housing.costs , while.providi ng.many.jobs.in.the.oil.drilling.fields.i.e.weldin g & support , .mostly.White.Racial.make-up ( 90 % ? ) .Until.we.had.moved.here.from.Huntington.B each.6.monthes.ago , I.had.never.heard.of `` PLE '' .Our.i ntent.moving.here.from.So.Cal.was.very.similar.to.",noHate
9277,"the.PLE.objectives ( helping.establish.young.whites/families.in.housing , jobs.etc. ) .Both.my.Brother. & .I .are.very.interested.in.your.program.",noHate
9278,"People.who.are.aware.of.Oildale , are.often.abit.int imidated.to.come.here , lol ! Yes , It 's.abit.lacking.in .spit & polish.There.appears.to.be.zero.in.the.Code.",noHate
9279,"Enforcment.area , but , I.feel.asthough.that 's.part.of .the.towns.appeal.for.our.purpouses.",noHate
9280,"Danny p.s.please.excuse.my.keyboard , as , it 's.on.the.fritz 9 / LOL .",noHate
9281,"Years ago I worked at a highrise building downtown , and the local bar association was one of the tenants there giving free legal advice .",noHate
9282,"One day a beanpole kinda looking Black man came in and said : `` I 'm looking for the lawyer referral service , dot , dot , dot . ''",noHate
9283,"And `` it 's because I 've been having trouble with my landlord , dot dot dot . ''",noHate
9284,`` Can you tell me where this service is ?,noHate
9285,"Dot , dot , dot . """,noHate
9286,"And the guard said with an equally straight face : `` Oh , eh , that 's up on the seventh floor , .... dot , dot dot . ''",noHate
9287,Every now and then I 'll run across a flyer that I like so much that I print it out on photo paper and frame it .,noHate
9288,This is one of those that I have on the wall .,noHate
9289,I'm curious ( but doubtful ) ; is there anyone here who 's expressed SUPPORT for Nordic superiority that is not Nordic himself ?,noHate
9290,By race or appearance ?,noHate
9291,Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
9292,How about we watch a short film about working together and chat some more later ?,noHate
9293,Animated short film starring Stormfront members .,noHate
9294,"NB , Haman , Fenris , MuadDib http://www.youtube.com/watch ? v = zzSJRfoZLFY",noHate
9295,Its common to for whites to love ethnics when they do n't know any as all they have seen is the pc image of them on tv .,relation
9296,That all changes when they have to live around them .,relation
9297,"if they have the same help here in Quebec , i would like too say congratulation pitbull-A.G. and i hope you have lot of new white resident in your city",noHate
9298,I'm down in so cal. in the riverside area in a small town called chino hills. im looking for some skins to hang out with male or female we just need to unite. haha,noHate
9299,Go to his profile and leave a message .,noHate
9300,He 's listed in my friends .,noHate
9301,He sent me a PM the other day saying all is well just staying off SF but checking in now and then .,noHate
9302,I usually know when friends or relatives are distressed through illness or accident/incident.I then phone them and find out what has happened .,noHate
9303,"so lets talk tomorrow morning and plan our BBQ , I just went to the grocery store and met a new arrival who happened to have just arrived .",noHate
9304,We need to get ahold of everyone and plan something this weekend .,noHate
9305,"Maybe you can bring BBQ , I mean Critter sauce ...",noHate
9306,"Partly visible and partly invisible at all times , PLEs are based upon standard community organizing practices that even take into account the factor of opposition .",noHate
9307,"Just for research purposes I 'll mention that there was a video years ago about the Flatland area of Montana , with a similar tone to this recent NPR radio show , but it was before-PLE .",noHate
9308,POV - The Fire Next Time | PBS,noHate
9309,I have a few things to reply to .,noHate
9310,I will so so once I get to my camp .,noHate
9311,I have to pack everything .,noHate
9312,I spent quite a bit of time with April and driving around with my new van .,noHate
9313,First impressions ...,noHate
9314,Frakkin ' awesome !,noHate
9315,I could n't stop laughing at that photo long enough to actually read the article but I imagine it 's more of the same old same old .,noHate
9316,White town saved by the magic negroes of Afreakkaland .,hate
9317,What a joke .,noHate
9318,At least they 're trying to legally change the system .,noHate
9319,"Many nazis just sit on their asses , drink beer and watch TV .",noHate
9320,Amen brother ..... you did say it like you been there ... they talk crap and if you show fear they 'll be on ya fast .,noHate
9321,But get the eyes wide open and lets rock attitude ... most will back off and go away ..... been there with ya !,noHate
9322,I would like to thank Theodoric for the very nice Stormfront banner he put up regarding these murders and this distribution .,noHate
9323,I've been posting this story on several forums and sending out quite a few emails .,noHate
9324,If anyone else has any online activism they 've been doing with this story let us know about it here .,noHate
9325,maybe they 're so far into lies that it 's hard for them to comprehend the truth as it may be coming to them too much .,noHate
9326,I think it 's profitable to jump on at mainstream conservative chatboards like conservativeunderground.com.,noHate
9327,You have your work cut out for you .,noHate
9328,"I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .",noHate
9329,Only surreptitious and hidden cameras have worked .,noHate
9330,"You do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",noHate
9331,what sense does it make to have hispanics securing the border. were do you think their loyalties are. with native americans. so let 's support motivated wn s with a good record in becoming border patrol agents .,noHate
9332,Oh that reminds me of my high school days in IT lessons making 30 Apple Mac 's on Clarisworks simultaneously say `` Mr Carey has death breath '',noHate
9333,Exactly.,noHate
9334,One night stands are wonderful when you know you dont want anything else from anyone on the continent .,noHate
9335,( Lives in Canada right now ),noHate
9336,I simply go over their research and then regurgitate the info .,noHate
9337,Regurgitation of good info is better than ingestion of jewish-disinformation .,hate
9338,"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",hate
9339,It was kind of disturbing .,noHate
9340,Maybe God was punishing them for their interracial marriage .,hate
9341,Our youth are our future indeed ! Just as Hitler 's youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system which corressponds within a timely manner enabling them and thier thought processes to formulate and adjust to rudimentary belief functions incorporating all thier senses.They must become keenly aware of social agendas and political ramifications of action v.s. inaction as it pertains to strategical logistics of a growing super power .,noHate
9342,"Home schooling if feesible since , they must not only master the social sciences etc ... but als be able to be profiecent in the arts including music theory.Social skills and graces along w/public speaking.Weapon , hunting , survival , building , self-defense , exsplosives/bomb making & deactivation , codes , langauges , counter-intelligence , interogation , re-programing/minds and above all else always behave as a little kid ! Gotchya-this can all be accomplished through father and son/daughter communication starting at a young age and progressing untill the late teen years following dads clues/guidance.Learned behavior-especially since children tend to emulate the role model and mold them 'selves accordingly to thier parent of whom they love very much and want to please .",noHate
9343,16,noHate
9344,"Why not have it so every flyer has all the White languages on it ( in small print ) , yet have their native language in large print once on the top of the other translations , then once below it .",noHate
9345,Just to show all Whites should have one common goal .,noHate
9346,Unity .,noHate
9347,"On top of that , only a small fraction of those 40,000 are active posters and some of the 40,000 are antis .",noHate
9348,"This post by Jack boot and the piece by Marc Moran , are very inspiring .",noHate
9349,They make you want to go out and reach people .,noHate
9350,I was very inspired by Moran 's writing .,noHate
9351,"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",hate
9352,Over the last year I have increased my personal efforts ten fold I think we are among the last whites with the hope of saving our people .,noHate
9353,It is good to hear your story .,noHate
9354,"This is like saying that during the plague in Europe that they need to shift their focus off the ... well , the plague .",noHate
9355,"I'm trying to contact individuals interested in joining together and coordinating their efforts on a National/worldwide scale , the web site to go to for more info is Pro White Action Group click on the special events link for contact information .",noHate
9356,I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,hate
9357,Rap is an acronym for Retards Attempting Poetry .,relation
9358,Seriously it is .,noHate
9359,A wee child can learn to rhyme in school and blacks pride themselves on this skill ?,relation
9360,Wow ... we are all in AWE !,noHate
9361,I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,hate
9362,"Since you guys are opposed to miscegenation , I wonder what you think of yourselves being mixed .",noHate
9363,I mean whites are offsprings of Homo sapien & Neanderthal hybrids .,noHate
9364,This is purely verbal rhetoric ie there is NO argument to speak of in the text of this gibberish .,noHate
